,spa_title,eng_title,year,Directed by,Written by,Produced by,Starring,Productioncompany,Release dates,Running time,Country,Languages,Box office,Movie,Screenplay by,Story by,Cinematography,Edited by,Music by,Productioncompanies,Distributed by,Release date,Language,Budget,Based on,Countries,Narrated by,Also known as,Genre,Created by,Voices of,Theme music composer,Country of origin,Original language,No. of series,No. of episodes,Executive producers,Producer,Editors,Camera setup,Production companies,Distributor,Original network,Picture format,Original release,Italian,Composer,Swedish,Opening theme,Ending theme,Composers,No. of seasons,Original work,Owner,Years,Film(s),Television series,Producers,Editor,Norwegian,Production locations,Production company,Hangul,Revised Romanization,McCune–Reischauer,Japanese,Hepburn,French,Preceded by,Spanish,Developed by,Animation services,Dialogue by,Book(s),Soundtrack(s),Original music,Toy(s),Original artwork by,Presented by,Audio format,Danish,Traditional,Simplified,Mandarin,Literally,Original languages,Catalan,Urdu,Adaptation by,Dutch,Portuguese,Cantonese,Bengali,Chinese,Hanja,Color process,Layouts by,Original title,Basque,Russian,Animation by,Related,es_catalog
2516,,,2011,['Bibo Bergeron'],,['Luc Besson'],"['-M-', 'Vanessa Paradis']",,,['90 minutes'],['France'],,['$26.6 M'],A Monster in Paris,['Bibo BergeronStéphane Kazandjian'],['Bibo Bergeron'],,['Pascal ChevéNicolas Stretta'],['Matthieu Chedid'],"['EuropaCorp', 'Bibo Films', 'France 3 Cinéma', 'Walking the Dog', 'uFilm', 'uFund', 'Canal+', 'France Télévisions', 'CinéCinéma', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'uMedia']",['EuropaCorp Distribution'],['12\xa0October\xa02011'],['French'],['$32 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2517,,,2011,['Dany Boon'],['Dany Boon'],['Les Productions du Chicon Éric Hubert'],['Benoît PoelvoordeDany Boon'],,"['15\xa0December\xa02010\xa0 ', '26\xa0January\xa02011']",['108 minutes'],,,['$93.8 M'],Nothing to Declare,,,['Pierre Aïm'],['Luc Barnier'],['Stéphane Reichart'],,['Pathé Distribution Paradiso Filmed Entertainment'],,['French'],['$28 M'],,['FranceBelgium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2518,,,2011,['Bruno Dumont'],['Bruno Dumont'],['Jean BrehatRachid BoucharebMuriel Merlin'],['David DewaeleAlexandra Lematre'],['3B Productions'],"['16\xa0May\xa02011\xa0 ', '19\xa0October\xa02011']",['110 minutes'],['France'],,,Outside Satan,,,['Yves Cape'],['Buno DumontBasile Belkhiri'],,,['Pyramide Distribution'],,['French'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2519,,,2011,['Alain Cavalier'],,['Michel Seydoux'],['Alain Cavalier Vincent Lindon'],,,['105 minutes'],['France'],,,Pater,,,,,,,,['18\xa0May\xa02011'],['French'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2520,,,2011,['Maïwenn'],['MaïwennEmmanuelle Bercot'],['Alain Attal'],['Karin ViardJoeystarrMarina FoïsNicolas DuvauchelleKarole RocherEmmanuelle BercotFrédéric PierrotArnaud HenrietNaidra AyadiJérémie ElkaïmMaïwenn'],['Les Films du Trésor'],"['13\xa0May\xa02011\xa0 ', '19\xa0October\xa02011']",['127 minutes'],['France'],,['$20.6 M'],Polisse,,,['Pierre Aïm'],['Laure Gardette'],['Stephen Warbeck'],,['Mars Distribution'],,['French'],['$7.2 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2521,,,2011,['Joann SfarAntoine Delesvaux'],,['Clément OubrerieAntoine DelesvauxJoann Sfar'],['François MorelHafsia HerziMaurice BénichouFellagFrançois DamiensJean-Pierre Kalfon'],['Autochenille Production'],,['80 minutes'],['France'],,['$4.2 M'],The Rabbi's Cat,['Joann SfarSandrina Jardel'],,,['Maryline Monthieux'],['Olivier Daviaud'],,['UGC Distribution'],['1\xa0June\xa02011'],['French'],['€12.5 M'],"[""The Rabbi's Catby Joann Sfar""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le chat du rabbin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2522,,,2011,['Philippe Le Guay'],['Philippe Le GuayJérôme Tonnerre'],['Étienne ComarPhilippe Rousselet'],['Fabrice LuchiniSandrine KiberlainNatalia VerbekeCarmen Maura'],,"['23\xa0October\xa02010\xa0 ', '16\xa0February\xa02011']",['106 minutes'],['France'],['FrenchSpanish'],['$27.5 M'],Service Entrance,,,['Jean-Claude Larrieu'],['Monica Coleman'],['Jorge Arriagada'],,['SND Films'],,,['$7 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2523,,,2011,['Philippe Ramos'],['Philippe Ramos'],['Sophie Dulac  Michel Zana'],['Clémence PoésyThierry FrémontLiam Cunningham  Mathieu Amalric'],,,['92 minutes'],['France'],,,The Silence of Joan,,,['Philippe Ramos'],['Philippe Ramos'],,['Sophie Dulac ProductionsEcho Films'],['Sophie Dulac Distribution'],['16\xa0November\xa02011'],['French'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jeanne captive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2524,,,2011,['Frédéric Jardin'],['Frédéric JardinNicolas Saada'],['Lauranne BourachotMarco Cherqui'],['Tomer SisleyAdel BencherifJulien BoisselierSerge RiaboukinePom Klementieff'],,,['103 minutes'],,,"['$430,000']",Sleepless Night,,,['Tom Stern'],['Christophe Pinel'],['Nicolas Errèra'],['Chic FilmsMotion Investment GroupSaga Film'],['Tribeca Films'],"['November\xa016,\xa02011']",['French'],['$4.6 M'],,['FranceBelgiumLuxembourg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2525,,,2011,['Rabah Ameur-Zaïmeche'],['Rabah Ameur-Zaïmeche'],['Rabah Ameur-Zaïmeche'],['Jacques Nolot'],,"['8\xa0August\xa02011\xa0 ', '24\xa0August\xa02011']",['97 minutes'],['France'],,,Smugglers' Songs,,,['Irina Lubtchansky'],['Nicolas Bancilhon'],['Valentin Clastrier'],,,,['French'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2526,,,2011,['Robert Guédiguian'],,['Robert Guédiguian'],['Ariane AscarideJean-Pierre DarroussinGérard Meylan'],,"['14\xa0May\xa02011\xa0 ', '16\xa0November\xa02011']",['107 minutes'],['France'],,['$4.2 M'],The Snows of Kilimanjaro,['Robert GuédiguianJean-Louis Milesi'],,['Pierre Milon'],['Bernard Sasia'],,,['Diaphana Films'],,['French'],['€4.2 M'],"['the poem ""Les Pauvres Gens""by Victor Hugo']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2527,,,2011,['Radu Mihăileanu'],['Alain-Michel BlancRadu Mihăileanu'],['Luc BessonRadu Mihăileanu'],['Leïla BekhtiHafsia Herzi'],,"['21\xa0May\xa02011\xa0 ', '2\xa0November\xa02011']",['135 minutes'],,['FrenchArabic'],['$4.6 M'],The Source,,,['Glynn Speeckaert'],['Ludo Troch'],['Armand Amar'],['Elzevir FilmsOï Oï Oï Productions'],['EuropaCorp Distribution'],,,['$7.9 M'],,['FranceBelgiumItaly'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2528,,,2011,['Jean-François Laguionie'],['Jean-François LaguionieAnik Leray'],['Armelle GlorennecEric Jacquot'],['Jessica MonceauAdrien Larmande'],,,['76 minutes'],,,,Le Tableau,,,,['Emmanuel de Miranda'],['Pascal Le Pennec'],['Blue SpiritBe-Films'],['Gebeka Films'],['23\xa0November\xa02011'],['French'],['€4 M'],,['FranceBelgium'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2529,,,2011,['Michel Ocelot'],['Michel Ocelot'],['Christophe RossignonPhilip Boëffard'],,,"['February\xa013,\xa02011\xa0 ', 'July\xa020,\xa02011']",['84 minutes'],['France'],,['$1.8 M'],Tales of the Night,,,,['Patrick Ducruet'],['Christian Maire'],['Nord-Ouest FilmsStudio OStudioCanal'],['StudioCanal'],,['French'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2530,,,2011,['Zep'],,['Benoît Di Sabatino'],"['Donald Reignoux', 'Jean Rochefort', 'Zabou Breitman', 'Mélanie Bernier', 'Michael Lonsdale', 'Johnny Hallyday']",,,['87 minutes'],,,"['$13,970,489']",Titeuf,['Zep'],,,,['Jean-Jacques GoldmanNicolas Neidhardt'],['MoonScoop GroupPathé'],['Pathé Distribution'],['6\xa0April\xa02011'],['French'],['$15 M'],['Titeufby Zep'],"['Belgium', 'France', 'Switzerland']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2531,,,2011,['Céline Sciamma'],,['Bénédicte Couvreur'],['Zoé HéranMalonn LévanaSophie CattaniMathieu DemyJeanne Disson'],,,['82 minutes'],['France'],,['$4.3 M'],Tomboy,['Céline Sciamma'],,['Crystel Fournier'],['Julien Lacheray'],['Para One'],['Hold Up Filmsarte France CinémaCanal+'],['Pyramide Distribution'],['20\xa0April\xa02011'],['French'],['$1 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2532,,,2011,['Philippe Claudel'],['Philippe Claudel'],['Yves Marmion'],['Stefano AccorsiNeri MarcorèClotilde CourauAnouk Aimée'],,,['105\xa0minutes'],['France'],,['$4.6 M'],Tous les soleils,,,['Denis Lenoir'],['Virginie Bruant'],,,,"['March\xa030,\xa02011']",['French'],['$8.4 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2533,,,2011,['Gilles Legrand'],['Gilles LegrandDelphine de Vigan'],['Frédéric BrillionGilles Legrand'],['Niels ArestrupLorànt Deutsch'],['Epithète Films'],,['102 minutes'],['France'],,['$6.3 M'],Tu Seras Mon Fils,,,['Yves Angelo'],,['Armand Amar'],,['Universal Pictures International'],['24\xa0August\xa02011'],['French'],['$6.4 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2534,,,2012,['William Brent Bell'],['William Brent BellMatthew Peterman'],['Matthew PetermanMorris Paulson'],['Fernanda AndradeSimon QuartermanEvan HelmuthSuzan Crowley'],,,['83 minutes'],['United States'],,['$101.8 M'],The Devil Inside,,,['Gonzalo Amat'],['Timothy MirkovichWilliam Brent Bell'],['Brett DetarBen Romans'],['Insurge PicturesPrototype'],['Paramount Pictures'],"['January\xa06,\xa02012']",['English'],['$1 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2535,,,2012,['Martin Guigui'],['Bruce Wilkinson'],['Ronnie Clemmer'],"['Dennis Quaid', 'Tony Oller', 'Aimee Teegarden']",['Sunset Pictures'],"['October\xa022,\xa02011\xa0 ', 'January\xa06,\xa02012']",['92 minutes'],['United States'],,"['$9,600']",Beneath the Darkness,,,['Massimo Zeri'],['Eric Potter'],['Geoff Zanelli'],,['Image Entertainment'],,['English'],['$7 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2536,,,2012,['Tran Anh Hung'],,['Chihiro KameyamaShinji Ogawa'],['Kenichi MatsuyamaRinko KikuchiKiko Mizuhara'],,"['2\xa0September\xa02010\xa0 ', '11\xa0December\xa02010']",['133 minutes'],['Japan'],,['USD$17.6 M'],Norwegian Wood,['Tran Anh Hung'],,['Mark Lee Ping Bin'],['Mario Battistel'],['Jonny Greenwood'],,['Toho'],,['Japanese'],,['Norwegian Woodby Haruki Murakami'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2537,,,2012,['Baltasar Kormákur'],['Aaron Guzikowski'],"['Tim Bevan', 'Eric Fellner', 'Baltasar Kormákur', 'Stephen Levinson', 'Mark Wahlberg']","['Mark Wahlberg', 'Kate Beckinsale', 'Ben Foster', 'Giovanni Ribisi', 'Caleb Landry Jones', 'J. K. Simmons']",,,['109 minutes'],,,['$96.3 M'],Contraband,,,['Barry Ackroyd'],['Elísabet Ronaldsdóttir'],['Clinton Shorter'],"['Relativity Media', 'Working Title Films', 'Blueeyes Productions', 'Leverage Entertainment', 'Closest to the Hole Productions']",['Universal Pictures'],"['January\xa013,\xa02012']",['English'],['$25 M'],['Reykjavík-Rotterdamby Arnaldur IndriðasonÓskar Jónasson'],"['United States', 'United Kingdom']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2538,,,2012,['Todd Graff'],['Todd Graff'],['Broderick JohnsonAndrew KosoveMichael NathansonJoseph FarrellCatherine Paura'],['Queen LatifahDolly PartonKeke PalmerJeremy JordanCourtney B. VanceKris Kristofferson'],['Alcon Entertainment'],,['118 minutes'],['United States'],,['$31.2 M'],Joyful Noise,,,['David Boyd'],['Kathryn Himoff'],['Mervyn Warren'],,['Warner Bros. Pictures'],"['January\xa013,\xa02012']",['English'],['$25 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2539,,,2012,"['Gary Trousdale', 'Kirk Wise']",,['Don Hahn'],"[""Paige O'Hara"", 'Robby Benson', 'Richard White', 'Jerry Orbach', 'David Ogden Stiers', 'Angela Lansbury', 'Rex Everhart', 'Jesse Corti']",,"['September\xa029,\xa01991\xa0 ', 'November\xa013,\xa01991']",['84 minutes'],['United States'],,['$440.1\xa0M'],Beauty and the Beast 3D,['Linda Woolverton'],"['Brenda Chapman', 'Chris Sanders', 'Burny Mattinson', 'Kevin Harkey', 'Brian Pimental', 'Bruce Woodside', 'Joe Ranft', 'Tom Ellery', 'Kelly Asbury', 'Robert Lence']",,['John Carnochan'],['Alan Menken'],"['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners IV']",['Buena Vista Pictures Distribution'],,['English'],['$25\xa0M'],['Beauty and the Beastby Jeanne-Marie Leprince de Beaumont'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2540,,,2012,['Niall MacCormick'],,['Adrian SturgesSteve ChristianMarc Samuelson'],['Jessica Brown FindlaySebastian KochJulia OrmondFelicity Jones'],,"['21\xa0June\xa02011\xa0 ', '14\xa0October\xa02011']",['88 minutes'],['United Kingdom'],,,Albatross,['Tamzin Rafn'],,['Jan Jonaeus'],['Mark Eckersley'],['Jack C. Arnold'],['CinemaNXIsle of Man Film'],['CinemaNXWestEnd FilmsIFC Films'],,['English'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2541,,,2012,['Xavier Gens'],"['Karl Mueller', 'Eron Sheean']","['Ross M. Dinerstein', 'Darryn Welch', 'Nathaniel Rollo']","['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance', 'Iván González', 'Michael Eklund', 'Abbey Thickson', 'Ashton Holmes', 'Rosanna Arquette']",,"['March\xa013,\xa02011\xa0 ', 'January\xa013,\xa02012']",['110 minutes'],,,"['$130,839']",The Divide,,,['Laurent Barès'],['Carlo Rizzo'],['Jean-Pierre Taieb'],"['Instinctive Film', 'Flame Ventures', 'Eleven Eleven Films', 'Preferred Content', 'Julijette', 'BR Group', 'Ink Connection']",['Anchor Bay Films'],,['English'],,,"['Canada', 'Germany', 'United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2542,,,2012,"[""Vincent D'Onofrio""]","[""Vincent D'Onofrio""]",,,['5 Minutes Productions'],,['83 minutes'],['United States'],,,Don't Go in the Woods,['Sam Bisbee Joe Vinciguerra'],,['Mike Latino'],['Jennifer Lee'],['Sam Bisbee'],,['Tribeca Film'],"['April\xa016,\xa02010']",['English'],"['$100,000']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2543,,,2012,['Susanne Rostock'],['Susanne Rostock'],,['Harry Belafonte'],,"['January\xa021,\xa02011\xa0 ', 'September\xa02,\xa02011']",,['United States'],,"['$45,765']",Sing Your Song,,,,['Jason L. PollardSusanne Rostock'],['Hahn Rowe'],,,,['English'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2544,,,2012,['Steven Soderbergh'],['Lem Dobbs'],['Gregory Jacobs'],"['Gina Carano', 'Michael Fassbender', 'Ewan McGregor', 'Bill Paxton', 'Channing Tatum', 'Mathieu Kassovitz', 'Michael Angarano', 'Antonio Banderas', 'Michael Douglas']",,"['November\xa06,\xa02011\xa0 ', 'January\xa020,\xa02012']",['93 minutes'],,['EnglishSpanish'],['$34.5 M'],Haywire,,,['Steven Soderbergh'],['Steven Soderbergh'],['David Holmes'],['Relativity MediaBord Scannán na hÉireann/Irish Film Board'],['Relativity Media Paramount PicturesMomentum Pictures'],,,['$23 M'],,['United StatesIreland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2545,,,2012,['Anthony Hemingway'],,"['Rick McCallum', 'Chas. Floyd Johnson']","['Nate Parker', 'David Oyelowo', 'Ne-Yo', 'Elijah Kelley', 'Cuba Gooding Jr.', 'Terrence Howard']",['Lucasfilm Ltd.'],"['January\xa011,\xa02012\xa0 ', 'January\xa020,\xa02012']",['125 minutes'],['United States'],['EnglishGerman'],['$50.4 M'],Red Tails,"['John Ridley', 'Aaron McGruder']",['John Ridley'],['John Aronson'],"[""Michael O'Halloran"", 'Ben Burtt']",['Terence Blanchard'],,['20th Century Fox'],,,['$58 M'],"[""Red Tails, Black Wings: The Men of America's Black Air Forceby John B. Holway"", 'and other sources, see § Production']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2546,,,2012,"['Måns Mårlind', 'Björn Stein']",,"['Tom Rosenberg', 'Gary Lucchesi', 'Len Wiseman', 'Richard Wright']","['Kate Beckinsale', 'Stephen Rea', 'Michael Ealy', 'Theo James', 'India Eisley', 'Charles Dance']",,,['86 minutes'],['United States'],,['$160.1 M'],Underworld: Awakening,"['Len Wiseman', 'John Hlavin', 'J. Michael Straczynski', 'Allison Burnett']","['Len Wiseman', 'John Hlavin']",['Scott Kevan'],['Jeff McEvoy'],['Paul Haslinger'],['Screen GemsLakeshore EntertainmentSketch Films'],['Sony Pictures Releasing'],"['January\xa020,\xa02012']",['English'],['$70 M'],['Characters createdby Kevin GreviouxLen WisemanDanny McBride'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2547,,,2012,['Ralph Fiennes'],['John Logan'],"['Ralph Fiennes', 'John Logan', 'Gabrielle Tana', 'Julia Taylor-Stanley', 'Colin Vaines']","['Ralph Fiennes', 'Gerard Butler', 'Vanessa Redgrave', 'Brian Cox', 'Jessica Chastain', 'John Kani', 'James Nesbitt', 'Paul Jesson', 'Lubna Azabal', 'Ashraf Barhom']",,"['14\xa0February\xa02011\xa0 )', '20\xa0January\xa02012']",['123 minutes'],['United Kingdom'],,['$2.4 M'],Coriolanus,,,['Barry Ackroyd'],['Nicolas Gaster'],['Ilan Eshkeri'],"['Icon Entertainment International', 'BBC Films', 'Lipsync Productions', 'Hermetof Pictures', 'Magna Films', 'Artemis Films', 'Magnolia Mae Films', 'Atlantic Swiss Productions', 'Synchronistic Pictures', 'Lonely Dragon', 'Kalkronkie']",['Lionsgate'],,['English'],['$7.7 M'],['Coriolanusby William Shakespeare'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2548,,,2012,['Zhang Yimou'],['Liu Heng'],['William Kong  David Linde  Zhang Weiping  Zhang Yimou Brandt Andersen'],['Christian Bale  Ni Ni  Zhang Xinyi  Tong Dawei  Atsuro Watabe  Shigeo Kobayashi  Cao Kefan'],,,['146 minutes'],,['Mandarin  English  Japanese'],['$98.2 M'],The Flowers of War,,,['Zhao Xiaoding'],['Peicong Meng'],['Qigang Chen'],['EDKO Film  Beijing New Picture Film  New Picture Company'],['EDKO Film  Wrekin Hill Entertainment  Row 1 Productions'],"['December\xa016,\xa02011']",,['$94\xa0M'],['13 Flowers of Nanjingby Geling Yan'],['China  Hong Kong'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['金陵十三釵'],['金陵十三钗'],['Jīnlíng shísān chāi'],['Thirteen Hairpins of Jinling'],,,,,,,,,,,,,,,,,,1
2549,,,2012,['Kazuya Murata'],,"['Masahiko Minami', 'Hirō Maruyama', 'Ryo Ōyama', 'Nobuyuki Kurashige', 'Fumi Teranishi', 'Arimasa Okada', 'Shin Furukawa']","['Romi Park', 'Rie Kugimiya', 'Maaya Sakamoto', 'Toshiyuki Morikawa', 'Sakiko Tamagawa', 'Shin-ichiro Miki', 'Fumiko Orikasa', 'Megumi Takamoto', 'Kenji Utsumi']",['Bones'],"['May\xa02,\xa02011\xa0 ', 'July\xa02,\xa02011']",['111 minutes'],['Japan'],,"['$7,579,282']",Fullmetal Alchemist: The Sacred Star of Milos,['Yuichi Shinbo'],,['Yoshiyuki Takei'],['Kumiko Sakamoto'],['Taro Iwashiro'],,['Shochiku'],,['Japanese'],,['Fullmetal Alchemistby Hiromu Arakawa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['鋼の錬金術師 嘆きの丘（ミロス）の聖なる星'],['Hagane no Renkinjutsushi: Mirosu no Sei-naru Hoshi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2550,,,2012,['Madonna'],['MadonnaAlek Keshishian'],['MadonnaKris Thykier'],"['Abbie Cornish', ""James D'Arcy"", 'Andrea Riseborough', 'Oscar Isaac', 'Haluk Bilginer']",,"['September\xa01,\xa02011\xa0 ', 'January\xa020,\xa02012']",['119 minutes'],,"['English', 'French']",['$2 M'],W.E.,,,['Hagen Bogdanski'],['Danny B. Tull'],['Abel Korzeniowski'],['Semtex FilmsIM Global'],['StudioCanal'],,,['£11\xa0M'],,"['United Kingdom', 'United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2551,,,2012,['Joe Carnahan'],,"['Jules Daly', 'Joe Carnahan', 'Ridley Scott', 'Mickey Liddell']","['Liam Neeson', 'Frank Grillo', 'Dermot Mulroney', 'Dallas Roberts', 'Joe Anderson', 'Nonso Anozie', 'James Badge Dale']",,"['December\xa011,\xa02011\xa0 ', 'January\xa027,\xa02012']",['117 minutes'],,,['$81.2 M'],The Grey,"['Joe Carnahan', 'Ian MacKenzie Jeffers']",,['Masanobu Takayanagi'],"['Roger Barton', 'Jason Hellmann']",['Marc Streitenfeld'],"['LD Entertainment', 'Scott Free Productions', '1984 Private Defense Contractors']",['Open Road Films Entertainment Film Distributors Inferno Distribution'],,['English'],['$25 M'],['Ghost Walkerby Ian MacKenzie Jeffers'],"['United States', 'United Kingdom', 'India']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2552,,,2012,['Asger Leth'],['Pablo Fenjves'],"['Lorenzo di Bonaventura', 'Mark Vahradian']","['Sam Worthington', 'Elizabeth Banks', 'Jamie Bell', 'Anthony Mackie', 'Ed Burns', 'Titus Welliver', 'Genesis Rodriguez', 'Kyra Sedgwick', 'Ed Harris']",['Di Bonaventura Pictures'],,['102 minutes'],['United States'],,['$47.6 M'],Man on a Ledge,,,['Paul Cameron'],['Kevin Stitt'],['Henry Jackman'],,"['Lionsgate', 'Summit Entertainment']","['January\xa027,\xa02012']",['English'],['$42 M'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2553,,,2012,['Julie Anne Robinson'],,['Sidney KimmelWendy FinermanTom RosenbergGary Lucchesi'],"['Katherine Heigl', ""Jason O'Mara"", 'Daniel Sunjata', 'John Leguizamo', 'Sherri Shepherd', 'Debbie Reynolds']",,,['91 minutes'],['United States'],,['$38.1 M'],One for the Money,['Liz BrixiusStacy ShermanKaren RayKaren McCullah Lutz'],,['Jim Whitaker'],['Lisa Zeno Churgin'],['Deborah Lurie'],['Lakeshore EntertainmentSidney Kimmel Entertainment'],['Lionsgate'],"['January\xa027,\xa02012']",['English'],['$40 M'],['One for the Moneyby Janet Evanovich'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2554,,,2012,['Fernando León de Aranoa'],['Fernando León de Aranoa'],,"['Magaly Solier', 'Celso Bugallo', 'Pietro Sibille', 'Sonia Almarcha', 'Fanny de Castro']",,,['112 minutes'],['Spain'],,['481.100 euros'],Amador,,,['Ramiro Civita'],['Nacho Ruiz Capillas'],['Lucio Godoy'],['Reposado PCMediapro'],['Alta Films'],['8\xa0October\xa02010'],['Spanish'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
